date,restaurant_type,menu_item_name,meal_type,weather_condition,typical_ingredient_cost,actual_selling_price,quantity_sold,has_promotion,special_event,waste_quantity,waste_ratio,day_of_week,month,quarter,week_of_year,is_weekend,menu_item_name_enc,meal_type_enc,weather_condition_enc
2024-02-28,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,5.64,409,1,0,30,0.0733,2,2,1,9,0,6,2,2
2024-02-28,Food Stall,Roti Canai,Breakfast,Sunny,0.8,1.54,700,1,0,36,0.0514,2,2,1,9,0,7,0,2
2024-02-28,Food Stall,Teh Tarik,Lunch,Rainy,0.9,2.54,275,0,0,20,0.0727,2,2,1,9,0,9,2,1
2024-02-29,Food Stall,Beef Rendang,Dinner,Sunny,9.0,35.91,132,0,0,11,0.0833,3,2,1,9,0,0,1,2
2024-02-29,Food Stall,Cendol,Dinner,Cloudy,2.0,6.79,230,0,0,31,0.1348,3,2,1,9,0,1,1,0
2024-02-29,Food Stall,Cendol,Dinner,Sunny,2.0,6.03,202,0,0,24,0.1188,3,2,1,9,0,1,1,2
2024-02-29,Food Stall,Cendol,Lunch,Sunny,2.0,7.87,159,0,0,19,0.1195,3,2,1,9,0,1,2,2
2024-02-29,Food Stall,Chicken Rice,Lunch,Sunny,4.0,15.95,239,0,0,15,0.0628,3,2,1,9,0,3,2,2
2024-02-29,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,10.04,255,0,1,9,0.0353,3,2,1,9,0,4,0,0
2024-02-29,Food Stall,Kaya Toast Set,Breakfast,Rainy,2.8,12.34,121,0,0,4,0.0331,3,2,1,9,0,4,0,1
2024-02-29,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,8.85,142,0,0,5,0.0352,3,2,1,9,0,4,0,2
2024-02-29,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,8.13,372,0,0,37,0.0995,3,2,1,9,0,6,0,2
2024-02-29,Food Stall,Roti Canai,Breakfast,Rainy,0.8,2.5,577,0,0,30,0.052,3,2,1,9,0,7,0,1
2024-02-29,Food Stall,Teh Tarik,Lunch,Sunny,0.9,1.91,895,1,0,59,0.0659,3,2,1,9,0,9,2,2
2024-03-01,Food Stall,Cendol,Dinner,Sunny,2.0,8.02,188,0,0,22,0.117,4,3,1,9,0,1,1,2
2024-03-01,Food Stall,Cendol,Lunch,Cloudy,2.0,8.04,132,0,0,18,0.1364,4,3,1,9,0,1,2,0
2024-03-01,Food Stall,Cendol,Lunch,Sunny,2.0,4.44,354,1,0,40,0.113,4,3,1,9,0,1,2,2
2024-03-01,Food Stall,Char Kway Teow,Dinner,Sunny,5.0,11.91,478,1,0,38,0.0795,4,3,1,9,0,2,1,2
2024-03-01,Food Stall,Chicken Rice,Lunch,Sunny,4.0,14.24,165,0,0,14,0.0848,4,3,1,9,0,3,2,2
2024-03-01,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,8.14,766,0,0,22,0.0287,4,3,1,9,0,4,0,0
2024-03-01,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,9.84,838,0,0,21,0.0251,4,3,1,9,0,4,0,2
2024-03-01,Food Stall,Nasi Lemak,Lunch,Cloudy,2.5,8.52,198,0,0,14,0.0707,4,3,1,9,0,6,2,0
2024-03-01,Food Stall,Nasi Lemak,Lunch,Rainy,2.5,7.81,274,0,0,23,0.0839,4,3,1,9,0,6,2,1
2024-03-01,Food Stall,Roti Canai,Dinner,Cloudy,0.8,2.65,367,0,0,19,0.0518,4,3,1,9,0,7,1,0
2024-03-01,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,26.18,368,0,0,43,0.1168,4,3,1,9,0,8,1,2
2024-03-01,Food Stall,Teh Tarik,Lunch,Cloudy,0.9,2.87,361,0,0,19,0.0526,4,3,1,9,0,9,2,0
2024-03-01,Food Stall,Teh Tarik,Lunch,Sunny,0.9,1.65,924,1,0,41,0.0444,4,3,1,9,0,9,2,2
2024-03-02,Food Stall,Cendol,Dinner,Cloudy,2.0,6.64,198,0,0,20,0.101,5,3,1,9,1,1,1,0
2024-03-02,Food Stall,Cendol,Dinner,Sunny,2.0,6.37,294,0,1,24,0.0816,5,3,1,9,1,1,1,2
2024-03-02,Food Stall,Cendol,Lunch,Rainy,2.0,6.96,131,0,0,21,0.1603,5,3,1,9,1,1,2,1
2024-03-02,Food Stall,Char Kway Teow,Dinner,Rainy,5.0,9.24,448,1,0,37,0.0826,5,3,1,9,1,2,1,1
2024-03-02,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,6.32,862,1,0,35,0.0406,5,3,1,9,1,4,0,2
2024-03-02,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,24.19,267,0,0,32,0.1199,5,3,1,9,1,8,1,2
2024-03-02,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,3.07,863,0,0,46,0.0533,5,3,1,9,1,9,0,2
2024-03-02,Food Stall,Teh Tarik,Lunch,Rainy,0.9,2.73,339,0,0,32,0.0944,5,3,1,9,1,9,2,1
2024-03-03,Food Stall,Beef Rendang,Dinner,Rainy,9.0,26.4,29,1,0,3,0.1034,6,3,1,9,1,0,1,1
2024-03-03,Food Stall,Cendol,Dinner,Sunny,2.0,6.8,244,0,0,25,0.1025,6,3,1,9,1,1,1,2
2024-03-03,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,9.09,1324,0,0,78,0.0589,6,3,1,9,1,4,0,2
2024-03-03,Food Stall,Nasi Lemak,Breakfast,Cloudy,2.5,8.54,506,0,0,39,0.0771,6,3,1,9,1,6,0,0
2024-03-03,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,25.03,237,0,0,27,0.1139,6,3,1,9,1,8,1,0
2024-03-03,Food Stall,Teh Tarik,Lunch,Cloudy,0.9,3.06,549,0,0,45,0.082,6,3,1,9,1,9,2,0
2024-03-04,Food Stall,Beef Rendang,Lunch,Sunny,9.0,33.81,141,0,0,11,0.078,0,3,1,10,0,0,2,2
2024-03-04,Food Stall,Cendol,Dinner,Cloudy,2.0,6.67,254,0,1,23,0.0906,0,3,1,10,0,1,1,0
2024-03-04,Food Stall,Cendol,Lunch,Cloudy,2.0,6.51,308,0,0,31,0.1006,0,3,1,10,0,1,2,0
2024-03-04,Food Stall,Cendol,Lunch,Sunny,2.0,7.22,329,0,0,37,0.1125,0,3,1,10,0,1,2,2
2024-03-04,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,7.87,361,0,0,13,0.036,0,3,1,10,0,4,0,0
2024-03-04,Food Stall,Roti Canai,Dinner,Rainy,0.8,2.08,495,1,0,24,0.0485,0,3,1,10,0,7,1,1
2024-03-04,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,28.02,172,0,0,23,0.1337,0,3,1,10,0,8,1,1
2024-03-04,Food Stall,Teh Tarik,Dinner,Rainy,0.9,2.41,324,0,0,27,0.0833,0,3,1,10,0,9,1,1
2024-03-04,Food Stall,Teh Tarik,Dinner,Sunny,0.9,3.01,275,0,0,19,0.0691,0,3,1,10,0,9,1,2
2024-03-04,Food Stall,Teh Tarik,Lunch,Rainy,0.9,2.39,809,1,0,52,0.0643,0,3,1,10,0,9,2,1
2024-03-05,Food Stall,Cendol,Lunch,Sunny,2.0,7.23,296,0,1,21,0.0709,1,3,1,10,0,1,2,2
2024-03-05,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,7.42,1019,1,0,28,0.0275,1,3,1,10,0,4,0,2
2024-03-05,Food Stall,Laksa,Lunch,Cloudy,4.5,15.9,113,0,0,11,0.0973,1,3,1,10,0,5,2,0
2024-03-05,Food Stall,Laksa,Lunch,Rainy,4.5,17.63,41,0,0,5,0.122,1,3,1,10,0,5,2,1
2024-03-05,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,6.34,598,1,0,43,0.0719,1,3,1,10,0,6,0,2
2024-03-05,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.55,273,0,0,14,0.0513,1,3,1,10,0,7,0,2
2024-03-05,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,26.29,48,0,0,6,0.125,1,3,1,10,0,8,1,1
2024-03-05,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,25.8,291,0,0,32,0.11,1,3,1,10,0,8,1,2
2024-03-05,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.44,539,0,0,44,0.0816,1,3,1,10,0,9,0,0
2024-03-05,Food Stall,Teh Tarik,Dinner,Cloudy,0.9,3.01,591,0,0,47,0.0795,1,3,1,10,0,9,1,0
2024-03-06,Food Stall,Beef Rendang,Lunch,Cloudy,9.0,33.04,273,0,1,16,0.0586,2,3,1,10,0,0,2,0
2024-03-06,Food Stall,Cendol,Dinner,Sunny,2.0,7.26,342,0,0,38,0.1111,2,3,1,10,0,1,1,2
2024-03-06,Food Stall,Char Kway Teow,Dinner,Cloudy,5.0,19.14,129,0,0,11,0.0853,2,3,1,10,0,2,1,0
2024-03-06,Food Stall,Char Kway Teow,Lunch,Rainy,5.0,20.49,57,0,0,7,0.1228,2,3,1,10,0,2,2,1
2024-03-06,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,7.82,361,0,0,15,0.0416,2,3,1,10,0,4,0,0
2024-03-06,Food Stall,Laksa,Lunch,Sunny,4.5,16.37,221,0,0,20,0.0905,2,3,1,10,0,5,2,2
2024-03-06,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,6.78,315,0,0,27,0.0857,2,3,1,10,0,6,2,2
2024-03-06,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.63,421,0,0,25,0.0594,2,3,1,10,0,7,0,0
2024-03-06,Food Stall,Roti Canai,Dinner,Sunny,0.8,3.15,230,0,0,9,0.0391,2,3,1,10,0,7,1,2
2024-03-06,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,17.81,219,1,0,18,0.0822,2,3,1,10,0,8,1,2
2024-03-06,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.92,1091,0,0,60,0.055,2,3,1,10,0,9,0,0
2024-03-06,Food Stall,Teh Tarik,Dinner,Rainy,0.9,2.41,842,1,0,52,0.0618,2,3,1,10,0,9,1,1
2024-03-06,Food Stall,Teh Tarik,Dinner,Sunny,0.9,1.79,456,1,0,30,0.0658,2,3,1,10,0,9,1,2
2024-03-07,Food Stall,Beef Rendang,Lunch,Cloudy,9.0,39.92,68,0,0,6,0.0882,3,3,1,10,0,0,2,0
2024-03-07,Food Stall,Cendol,Dinner,Rainy,2.0,8.09,120,0,0,20,0.1667,3,3,1,10,0,1,1,1
2024-03-07,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,9.21,663,0,0,29,0.0437,3,3,1,10,0,4,0,0
2024-03-07,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,9.52,351,0,0,19,0.0541,3,3,1,10,0,4,0,2
2024-03-07,Food Stall,Roti Canai,Breakfast,Rainy,0.8,2.3,342,0,0,27,0.0789,3,3,1,10,0,7,0,1
2024-03-07,Food Stall,Roti Canai,Dinner,Sunny,0.8,1.5,307,1,0,10,0.0326,3,3,1,10,0,7,1,2
2024-03-07,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,28.13,131,0,0,12,0.0916,3,3,1,10,0,8,1,0
2024-03-07,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,24.28,59,0,0,8,0.1356,3,3,1,10,0,8,1,1
2024-03-07,Food Stall,Teh Tarik,Breakfast,Rainy,0.9,2.63,340,0,0,29,0.0853,3,3,1,10,0,9,0,1
2024-03-07,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.82,349,0,0,29,0.0831,3,3,1,10,0,9,1,2
2024-03-08,Food Stall,Cendol,Lunch,Sunny,2.0,4.79,311,1,0,36,0.1158,4,3,1,10,0,1,2,2
2024-03-08,Food Stall,Char Kway Teow,Lunch,Sunny,5.0,16.13,149,0,0,12,0.0805,4,3,1,10,0,2,2,2
2024-03-08,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,6.84,582,1,0,12,0.0206,4,3,1,10,0,4,0,2
2024-03-08,Food Stall,Roti Canai,Breakfast,Rainy,0.8,1.78,649,1,0,22,0.0339,4,3,1,10,0,7,0,1
2024-03-09,Food Stall,Cendol,Dinner,Cloudy,2.0,6.31,513,0,1,50,0.0975,5,3,1,10,1,1,1,0
2024-03-09,Food Stall,Cendol,Dinner,Sunny,2.0,7.23,166,0,0,23,0.1386,5,3,1,10,1,1,1,2
2024-03-09,Food Stall,Chicken Rice,Lunch,Rainy,4.0,10.9,258,0,0,19,0.0736,5,3,1,10,1,3,2,1
2024-03-09,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,5.4,1016,1,0,20,0.0197,5,3,1,10,1,4,0,2
2024-03-09,Food Stall,Laksa,Lunch,Sunny,4.5,18.85,123,0,0,13,0.1057,5,3,1,10,1,5,2,2
2024-03-09,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,8.62,365,0,0,30,0.0822,5,3,1,10,1,6,2,2
2024-03-09,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.58,456,0,0,19,0.0417,5,3,1,10,1,7,0,2
2024-03-09,Food Stall,Roti Canai,Dinner,Cloudy,0.8,2.12,747,1,0,19,0.0254,5,3,1,10,1,7,1,0
2024-03-09,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,24.95,176,0,0,15,0.0852,5,3,1,10,1,8,1,0
2024-03-09,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,23.97,32,0,0,4,0.125,5,3,1,10,1,8,1,2
2024-03-09,Food Stall,Teh Tarik,Dinner,Sunny,0.9,3.03,836,0,1,34,0.0407,5,3,1,10,1,9,1,2
2024-03-09,Food Stall,Teh Tarik,Lunch,Sunny,0.9,2.52,908,0,0,57,0.0628,5,3,1,10,1,9,2,2
2024-03-10,Food Stall,Cendol,Dinner,Cloudy,2.0,6.29,317,0,0,44,0.1388,6,3,1,10,1,1,1,0
2024-03-10,Food Stall,Cendol,Lunch,Rainy,2.0,6.19,191,0,0,30,0.1571,6,3,1,10,1,1,2,1
2024-03-10,Food Stall,Char Kway Teow,Lunch,Sunny,5.0,13.87,261,0,0,24,0.092,6,3,1,10,1,2,2,2
2024-03-10,Food Stall,Chicken Rice,Dinner,Cloudy,4.0,13.42,162,0,0,13,0.0802,6,3,1,10,1,3,1,0
2024-03-10,Food Stall,Chicken Rice,Lunch,Sunny,4.0,16.01,164,0,0,11,0.0671,6,3,1,10,1,3,2,2
2024-03-10,Food Stall,Kaya Toast Set,Breakfast,Rainy,2.8,5.98,716,1,0,18,0.0251,6,3,1,10,1,4,0,1
2024-03-10,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,8.2,279,0,0,23,0.0824,6,3,1,10,1,6,0,2
2024-03-10,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.16,1201,0,0,82,0.0683,6,3,1,10,1,7,0,2
2024-03-10,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,28.78,210,0,0,18,0.0857,6,3,1,10,1,8,1,2
2024-03-11,Food Stall,Beef Rendang,Dinner,Cloudy,9.0,40.46,101,0,0,10,0.099,0,3,1,11,0,0,1,0
2024-03-11,Food Stall,Cendol,Dinner,Sunny,2.0,6.88,105,0,0,14,0.1333,0,3,1,11,0,1,1,2
2024-03-11,Food Stall,Cendol,Lunch,Sunny,2.0,6.68,336,0,0,37,0.1101,0,3,1,11,0,1,2,2
2024-03-11,Food Stall,Laksa,Lunch,Sunny,4.5,12.06,258,0,0,25,0.0969,0,3,1,11,0,5,2,2
2024-03-11,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,7.35,312,0,0,21,0.0673,0,3,1,11,0,6,2,2
2024-03-11,Food Stall,Roti Canai,Dinner,Cloudy,0.8,2.7,347,0,0,24,0.0692,0,3,1,11,0,7,1,0
2024-03-11,Food Stall,Roti Canai,Dinner,Rainy,0.8,2.47,231,0,0,18,0.0779,0,3,1,11,0,7,1,1
2024-03-11,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,31.06,95,0,0,10,0.1053,0,3,1,11,0,8,1,2
2024-03-11,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.77,516,0,0,43,0.0833,0,3,1,11,0,9,0,0
2024-03-11,Food Stall,Teh Tarik,Breakfast,Rainy,0.9,2.82,383,0,0,34,0.0888,0,3,1,11,0,9,0,1
2024-03-11,Food Stall,Teh Tarik,Lunch,Sunny,0.9,2.65,253,0,0,19,0.0751,0,3,1,11,0,9,2,2
2024-03-12,Food Stall,Beef Rendang,Dinner,Cloudy,9.0,27.4,200,0,0,15,0.075,1,3,1,11,0,0,1,0
2024-03-12,Food Stall,Cendol,Dinner,Rainy,2.0,7.43,223,0,0,37,0.1659,1,3,1,11,0,1,1,1
2024-03-12,Food Stall,Cendol,Lunch,Sunny,2.0,8.07,300,0,0,37,0.1233,1,3,1,11,0,1,2,2
2024-03-12,Food Stall,Char Kway Teow,Dinner,Sunny,5.0,20.36,104,0,0,9,0.0865,1,3,1,11,0,2,1,2
2024-03-12,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,8.45,306,0,0,11,0.0359,1,3,1,11,0,4,0,0
2024-03-12,Food Stall,Kaya Toast Set,Breakfast,Rainy,2.8,8.22,632,0,0,30,0.0475,1,3,1,11,0,4,0,1
2024-03-12,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,9.98,616,0,0,27,0.0438,1,3,1,11,0,4,0,2
2024-03-12,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.71,455,0,0,23,0.0505,1,3,1,11,0,7,0,0
2024-03-12,Food Stall,Roti Canai,Dinner,Rainy,0.8,2.56,646,1,0,45,0.0697,1,3,1,11,0,7,1,1
2024-03-12,Food Stall,Roti Canai,Dinner,Sunny,0.8,2.0,484,1,0,21,0.0434,1,3,1,11,0,7,1,2
2024-03-12,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,21.12,191,0,0,23,0.1204,1,3,1,11,0,8,1,0
2024-03-12,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,27.72,177,0,0,25,0.1412,1,3,1,11,0,8,1,1
2024-03-12,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,29.8,118,0,0,10,0.0847,1,3,1,11,0,8,1,2
2024-03-12,Food Stall,Teh Tarik,Lunch,Sunny,0.9,2.38,1356,1,0,104,0.0767,1,3,1,11,0,9,2,2
2024-03-13,Food Stall,Cendol,Lunch,Rainy,2.0,4.76,345,1,0,46,0.1333,2,3,1,11,0,1,2,1
2024-03-13,Food Stall,Chicken Rice,Lunch,Sunny,4.0,12.64,153,0,0,13,0.085,2,3,1,11,0,3,2,2
2024-03-13,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,8.56,284,0,0,7,0.0246,2,3,1,11,0,4,0,0
2024-03-13,Food Stall,Laksa,Lunch,Cloudy,4.5,12.82,259,0,0,30,0.1158,2,3,1,11,0,5,2,0
2024-03-13,Food Stall,Laksa,Lunch,Sunny,4.5,12.16,462,1,0,47,0.1017,2,3,1,11,0,5,2,2
2024-03-13,Food Stall,Nasi Lemak,Lunch,Rainy,2.5,4.63,397,1,0,34,0.0856,2,3,1,11,0,6,2,1
2024-03-13,Food Stall,Roti Canai,Breakfast,Rainy,0.8,1.75,622,1,0,36,0.0579,2,3,1,11,0,7,0,1
2024-03-13,Food Stall,Roti Canai,Dinner,Sunny,0.8,2.71,555,0,0,34,0.0613,2,3,1,11,0,7,1,2
2024-03-13,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,21.88,382,0,0,33,0.0864,2,3,1,11,0,8,1,0
2024-03-13,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,24.6,205,0,0,26,0.1268,2,3,1,11,0,8,1,1
2024-03-13,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,27.69,209,0,0,20,0.0957,2,3,1,11,0,8,1,2
2024-03-13,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.91,380,0,0,21,0.0553,2,3,1,11,0,9,1,2
2024-03-14,Food Stall,Beef Rendang,Dinner,Sunny,9.0,27.64,141,0,0,11,0.078,3,3,1,11,0,0,1,2
2024-03-14,Food Stall,Cendol,Dinner,Cloudy,2.0,6.94,79,0,0,10,0.1266,3,3,1,11,0,1,1,0
2024-03-14,Food Stall,Cendol,Lunch,Rainy,2.0,7.97,97,0,0,15,0.1546,3,3,1,11,0,1,2,1
2024-03-14,Food Stall,Cendol,Lunch,Sunny,2.0,7.01,115,0,0,12,0.1043,3,3,1,11,0,1,2,2
2024-03-14,Food Stall,Chicken Rice,Dinner,Cloudy,4.0,13.27,242,0,0,13,0.0537,3,3,1,11,0,3,1,0
2024-03-14,Food Stall,Chicken Rice,Dinner,Sunny,4.0,16.21,92,0,0,7,0.0761,3,3,1,11,0,3,1,2
2024-03-14,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,7.85,1089,1,0,35,0.0321,3,3,1,11,0,4,0,2
2024-03-14,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,7.01,363,0,0,23,0.0634,3,3,1,11,0,6,0,2
2024-03-14,Food Stall,Nasi Lemak,Lunch,Cloudy,2.5,8.16,304,0,1,24,0.0789,3,3,1,11,0,6,2,0
2024-03-14,Food Stall,Nasi Lemak,Lunch,Sunny,2.5,9.87,194,0,0,12,0.0619,3,3,1,11,0,6,2,2
2024-03-14,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.6,302,0,0,17,0.0563,3,3,1,11,0,7,0,0
2024-03-14,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.81,333,0,0,23,0.0691,3,3,1,11,0,7,0,2
2024-03-14,Food Stall,Roti Canai,Dinner,Cloudy,0.8,2.19,261,0,0,10,0.0383,3,3,1,11,0,7,1,0
2024-03-14,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,31.72,87,0,0,7,0.0805,3,3,1,11,0,8,1,0
2024-03-14,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,23.35,161,0,0,18,0.1118,3,3,1,11,0,8,1,1
2024-03-14,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,18.41,300,1,0,23,0.0767,3,3,1,11,0,8,1,2
2024-03-14,Food Stall,Teh Tarik,Dinner,Cloudy,0.9,2.47,271,0,0,15,0.0554,3,3,1,11,0,9,1,0
2024-03-15,Food Stall,Beef Rendang,Dinner,Rainy,9.0,37.21,72,0,0,7,0.0972,4,3,1,11,0,0,1,1
2024-03-15,Food Stall,Beef Rendang,Dinner,Sunny,9.0,28.32,208,1,0,19,0.0913,4,3,1,11,0,0,1,2
2024-03-15,Food Stall,Cendol,Dinner,Cloudy,2.0,9.07,42,0,0,5,0.119,4,3,1,11,0,1,1,0
2024-03-15,Food Stall,Cendol,Lunch,Sunny,2.0,8.6,75,0,0,8,0.1067,4,3,1,11,0,1,2,2
2024-03-15,Food Stall,Char Kway Teow,Lunch,Rainy,5.0,11.02,129,1,0,12,0.093,4,3,1,11,0,2,2,1
2024-03-15,Food Stall,Laksa,Lunch,Rainy,4.5,17.17,126,0,0,15,0.119,4,3,1,11,0,5,2,1
2024-03-15,Food Stall,Laksa,Lunch,Sunny,4.5,16.34,210,0,0,24,0.1143,4,3,1,11,0,5,2,2
2024-03-15,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,22.85,75,1,0,7,0.0933,4,3,1,11,0,8,1,0
2024-03-15,Food Stall,Tandoori Chicken,Dinner,Rainy,7.0,23.81,247,0,0,34,0.1377,4,3,1,11,0,8,1,1
2024-03-15,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,29.8,63,0,0,5,0.0794,4,3,1,11,0,8,1,2
2024-03-15,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.31,420,0,0,28,0.0667,4,3,1,11,0,9,1,2
2024-03-16,Food Stall,Beef Rendang,Dinner,Sunny,9.0,31.61,94,0,0,7,0.0745,5,3,1,11,1,0,1,2
2024-03-16,Food Stall,Beef Rendang,Lunch,Cloudy,9.0,22.74,239,1,1,12,0.0502,5,3,1,11,1,0,2,0
2024-03-16,Food Stall,Beef Rendang,Lunch,Rainy,9.0,31.99,11,0,0,1,0.0909,5,3,1,11,1,0,2,1
2024-03-16,Food Stall,Cendol,Dinner,Sunny,2.0,6.22,242,0,0,29,0.1198,5,3,1,11,1,1,1,2
2024-03-16,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,8.62,1252,0,0,44,0.0351,5,3,1,11,1,4,0,0
2024-03-16,Food Stall,Laksa,Lunch,Cloudy,4.5,13.27,351,0,0,34,0.0969,5,3,1,11,1,5,2,0
2024-03-16,Food Stall,Nasi Lemak,Breakfast,Sunny,2.5,5.57,599,1,0,40,0.0668,5,3,1,11,1,6,0,2
2024-03-16,Food Stall,Roti Canai,Breakfast,Cloudy,0.8,2.28,1166,0,0,72,0.0617,5,3,1,11,1,7,0,0
2024-03-16,Food Stall,Roti Canai,Breakfast,Sunny,0.8,2.65,640,0,1,34,0.0531,5,3,1,11,1,7,0,2
2024-03-16,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,28.15,100,0,0,12,0.12,5,3,1,11,1,8,1,0
2024-03-16,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.52,870,0,0,71,0.0816,5,3,1,11,1,9,0,2
2024-03-16,Food Stall,Teh Tarik,Dinner,Cloudy,0.9,2.66,514,0,0,32,0.0623,5,3,1,11,1,9,1,0
2024-03-16,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.19,1880,1,0,126,0.067,5,3,1,11,1,9,1,2
2024-03-16,Food Stall,Teh Tarik,Lunch,Sunny,0.9,2.87,1131,0,0,76,0.0672,5,3,1,11,1,9,2,2
2024-03-17,Food Stall,Beef Rendang,Lunch,Sunny,9.0,23.65,295,1,0,18,0.061,6,3,1,11,1,0,2,2
2024-03-17,Food Stall,Cendol,Lunch,Rainy,2.0,7.29,109,0,0,14,0.1284,6,3,1,11,1,1,2,1
2024-03-17,Food Stall,Cendol,Lunch,Sunny,2.0,7.13,68,0,0,9,0.1324,6,3,1,11,1,1,2,2
2024-03-17,Food Stall,Char Kway Teow,Dinner,Sunny,5.0,19.07,217,0,0,22,0.1014,6,3,1,11,1,2,1,2
2024-03-17,Food Stall,Chicken Rice,Lunch,Rainy,4.0,11.39,256,0,0,21,0.082,6,3,1,11,1,3,2,1
2024-03-17,Food Stall,Chicken Rice,Lunch,Sunny,4.0,15.98,224,0,0,14,0.0625,6,3,1,11,1,3,2,2
2024-03-17,Food Stall,Kaya Toast Set,Breakfast,Cloudy,2.8,5.46,933,1,0,26,0.0279,6,3,1,11,1,4,0,0
2024-03-17,Food Stall,Kaya Toast Set,Breakfast,Sunny,2.8,9.03,1015,0,0,52,0.0512,6,3,1,11,1,4,0,2
2024-03-17,Food Stall,Laksa,Lunch,Sunny,4.5,17.65,178,0,0,19,0.1067,6,3,1,11,1,5,2,2
2024-03-17,Food Stall,Roti Canai,Dinner,Rainy,0.8,2.5,263,0,0,13,0.0494,6,3,1,11,1,7,1,1
2024-03-17,Food Stall,Tandoori Chicken,Dinner,Cloudy,7.0,24.76,176,0,0,15,0.0852,6,3,1,11,1,8,1,0
2024-03-17,Food Stall,Tandoori Chicken,Dinner,Sunny,7.0,22.56,152,0,0,13,0.0855,6,3,1,11,1,8,1,2
2024-03-17,Food Stall,Teh Tarik,Breakfast,Cloudy,0.9,2.39,1746,1,0,115,0.0659,6,3,1,11,1,9,0,0
2024-03-17,Food Stall,Teh Tarik,Breakfast,Sunny,0.9,2.58,774,0,0,62,0.0801,6,3,1,11,1,9,0,2
2024-03-17,Food Stall,Teh Tarik,Dinner,Sunny,0.9,2.77,626,0,0,38,0.0607,6,3,1,11,1,9,1,2
